,Car Name,Making Year,Registration year,Fule,km_driven,Engine_Displacement,No_Of_Owner,RTO,Transmission,Insurance_Type,Current_Price,Avg_market_price,New_Car_Road_Price,Mileage,Seats,Color,Engine,Max_Power,Torque
449,2017 Maruti Alto K10,2016,Feb-17,Petrol,50097,998 cc,1st Owner,HR26,Manual,Third Party insurance,260000,273000,413462,23.95 kmpl,5,Grey,998 CC,67.05bhp,90Nm
450,2017 Honda Amaze,2017,Aug-17,Petrol,65080,1198 cc,2nd Owner,DL10,Manual,Third Party insurance,405000,425250,697266,17.8 kmpl,5,Brown,1198 CC,86.7bhp,109Nm
451,2017 Honda WR-V,2017,Aug-17,Petrol,#VALUE!,1199 cc,1st Owner,HR26,Manual,Third Party insurance,642482,674606,913646,17.5 kmpl,16,5,1199 CC,88.7bhp,110Nm
452,2018 Maruti Baleno,2018,May-18,Diesel,61659,1248 cc,1st Owner,8 2021,Automatic,Manual,564500,592725,757619,27.39 kmpl,5,White,1248 CC,74bhp,190Nm
453,2015 Honda Brio,2015,Apr-15,Petrol,40351,1198 cc,2nd Owner,10 2021,Automatic,Manual,366000,384300,595413,18.5 kmpl,5,Grey,1198 CC,86.8bhp,109Nm
454,2016 Maruti Ciaz,2016,Nov-16,Petrol,24540,1373 cc,1st Owner,11 2021,Automatic,Manual,692500,727125,845051,20.73 kmpl,5,Grey,1373 CC,91.1bhp,130Nm
455,2016 Mahindra TUV 300,2016,Feb-16,Diesel,28313,1493 cc,1st Owner,DL10,Manual,Third Party insurance,550500,578025,1082487,18.49 kmpl,15,7,1493 CC,100bhp,240Nm
456,2016 Ford Ecosport,2016,May-16,Diesel,94151,1498 cc,1st Owner,DL8C,Manual,Third Party insurance,480000,504000,990793,21.7 kmpl,5,White,1498 CC,98.96bhp,215Nm
457,2017 Ford Ecosport,2017,Aug-17,Diesel,22757,1498 cc,1st Owner,8 2021,Automatic,Manual,756000,793800,1031417,21.7 kmpl,5,Silver,1498 CC,98.96bhp,215Nm
458,2013 Honda Brio,2012,Feb-13,Petrol,56363,1198 cc,2nd Owner,HR51,Manual,Third Party insurance,290220,304731,472946,19.4 kmpl,5,White,1198 CC,86.8bhp,109Nm
459,2017 Honda WR-V,2017,Aug-17,Petrol,#VALUE!,1199 cc,1st Owner,HR26,Manual,Third Party insurance,642482,674606,913646,17.5 kmpl,16,5,1199 CC,88.7bhp,110Nm
460,2015 Honda Brio,2015,Apr-15,Petrol,40351,1198 cc,2nd Owner,10 2021,Automatic,Manual,366000,384300,595413,18.5 kmpl,5,Grey,1198 CC,86.8bhp,109Nm
461,2011 Hyundai i20,2011,Dec-11,Petrol,69356,1197 cc,2nd Owner,HR26,Manual,Third Party insurance,300000,315000,547106,18.5 kmpl,14,5,1197 CC,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm"
462,2016 Maruti Ciaz,2016,Nov-16,Petrol,24540,1373 cc,1st Owner,11 2021,Automatic,Manual,692500,727125,845051,20.73 kmpl,5,Grey,1373 CC,91.1bhp,130Nm
463,2016 Ford Ecosport,2016,May-16,Diesel,94151,1498 cc,1st Owner,DL8C,Manual,Third Party insurance,480000,504000,990793,21.7 kmpl,5,White,1498 CC,98.96bhp,215Nm
464,2017 Ford Ecosport,2017,Aug-17,Diesel,22757,1498 cc,1st Owner,8 2021,Automatic,Manual,756000,793800,1031417,21.7 kmpl,5,Silver,1498 CC,98.96bhp,215Nm
465,2013 Honda Brio,2012,Feb-13,Petrol,56363,1198 cc,2nd Owner,HR51,Manual,Third Party insurance,290220,304731,472946,19.4 kmpl,5,White,1198 CC,86.8bhp,109Nm
470,2016 Hyundai Grand i10,2015,May-16,Diesel,56200,1120 cc,1st Owner,HR51,Manual,Third Party insurance,369939,388436,727711,24 kmpl,5,Silver,1120 CC,70bhp,160Nm
480,2018 Maruti Swift,2018,Dec-18,Diesel,27038,1248 cc,1st Owner,DL9C,Manual,Third Party insurance,530000,556500,662597,28.4 kmpl,5,Other,1248 CC,74bhp,190Nm
483,2017 Maruti Wagon R,2017,Mar-17,Petrol,55892,998 cc,1st Owner,DL8C,Automatic,Third Party insurance,383000,402150,656752,21.79 kmpl,5,Other,998 CC,67.05bhp,90Nm
484,2018 Renault KWID,2018,Apr-18,Petrol,10620,799 cc,1st Owner,7 2021,Automatic,Manual,294500,309225,434545,25.17 kmpl,5,Silver,799 CC,53.3bhp,72Nm
485,2016 Maruti Baleno,2016,Feb-16,Petrol,57059,1197 cc,1st Owner,HR26,Manual,Third Party insurance,489500,513975,684273,21.4 kmpl,5,Silver,1197 CC,83.1bhp,115Nm
501,2017 Maruti Alto K10,2016,Feb-17,Petrol,50097,998 cc,1st Owner,HR26,Manual,Third Party insurance,260000,273000,413462,23.95 kmpl,5,Grey,998 CC,67.05bhp,90Nm
502,2016 Maruti Baleno,2016,Feb-16,Petrol,57059,1197 cc,1st Owner,HR26,Manual,Third Party insurance,489500,513975,684273,21.4 kmpl,5,Silver,1197 CC,83.1bhp,115Nm
508,2018 Maruti Baleno,2018,May-18,Diesel,61659,1248 cc,1st Owner,8 2021,Automatic,Manual,564500,592725,757619,27.39 kmpl,5,White,1248 CC,74bhp,190Nm
520,2018 Maruti Swift,2018,Dec-18,Diesel,27038,1248 cc,1st Owner,DL9C,Manual,Third Party insurance,530000,556500,662597,28.4 kmpl,5,Other,1248 CC,74bhp,190Nm
522,2016 Honda Amaze,2016,Feb-16,Petrol,13064,1198 cc,1st Owner,DL09,Manual,Third Party insurance,483500,507675,748569,17.8 kmpl,5,Silver,1198 CC,86.7bhp,109Nm
523,2017 Maruti Wagon R,2017,Mar-17,Petrol,55892,998 cc,1st Owner,DL8C,Automatic,Third Party insurance,383000,402150,656752,21.79 kmpl,5,Other,998 CC,67.05bhp,90Nm
524,2018 Renault KWID,2018,Apr-18,Petrol,10620,799 cc,1st Owner,7 2021,Automatic,Manual,294500,309225,434545,25.17 kmpl,5,Silver,799 CC,53.3bhp,72Nm
525,2016 Maruti Baleno,2016,Feb-16,Petrol,57059,1197 cc,1st Owner,HR26,Manual,Third Party insurance,489500,513975,684273,21.4 kmpl,5,Silver,1197 CC,83.1bhp,115Nm
526,2017 Maruti Baleno,2016,Jan-17,Diesel,13129,1248 cc,1st Owner,DL11,Manual,Third Party insurance,490928,515474,824733,27.39 kmpl,5,White,1248 CC,74bhp,190Nm
527,2018 Maruti Swift,2018,Feb-18,Diesel,37075,1248 cc,1st Owner,UP16,Manual,Third Party insurance,629500,660975,790410,28.4 kmpl,5,Grey,1248 CC,74bhp,190Nm
528,2015 Hyundai Verna,2015,Apr-15,Diesel,57629,1582 cc,2nd Owner,DL9C,Manual,Third Party insurance,540000,567000,1153166,23.9 kmpl,5,White,1582 CC,126.2bhp,259.9Nm
529,2016 Honda City,2016,Jun-16,Diesel,74389,1498 cc,1st Owner,UP16,Manual,Third Party insurance,520000,546000,1318912,26 kmpl,15,5,1498 CC,98.6bhp,200Nm
530,2016 Maruti Alto K10,2015,Jan-16,Petrol,85613,998 cc,1st Owner,DL5C,Manual,Third Party insurance,240000,252000,428193,23.95 kmpl,5,Grey,998 CC,67.05bhp,90Nm
531,2015 Honda City,2015,Jan-15,Diesel,98239,1498 cc,2nd Owner,DL4C,Manual,Third Party insurance,520000,546000,1381753,25.1 kmpl,15,5,1498 CC,98.6bhp,200Nm
532,2017 Hyundai i20,2016,Jan-17,Petrol,50024,1197 cc,1st Owner,1 2022,Automatic,Manual,550000,577500,940697,18.6 kmpl,16,5,1197 CC,81.86bhp,117nm
533,2012 Hyundai Santa Fe,2012,Aug-12,Diesel,11887,2199 cc,2nd Owner,UP14,Automatic,Third Party insurance,572500,601125,3768743,13.01 kmpl,18,7,2199 CC,194.3bhp,436.39Nm
534,2012 Renault Duster,2012,Dec-12,Diesel,57263,1461 cc,2nd Owner,HR26,Manual,Third Party insurance,322000,338100,1148615,20.45 kmpl,16,5,1461 CC,83.8bhp,200Nm
535,2018 Honda Amaze,2018,Jul-18,Diesel,55790,1498 cc,1st Owner,HR29,Manual,Third Party insurance,650000,682500,1007985,27.4 kmpl,14,5,1498 CC,98.63bhp,200Nm
536,2017 Hyundai i20,2016,Apr-17,Diesel,97760,1396 cc,1st Owner,HR26,Manual,Third Party insurance,550000,577500,885355,22.54 kmpl,5,Other,1396 CC,88.73bhp,219.7Nm
537,2018 Maruti Swift Dzire,2018,Oct-18,Petrol,10437,1197 cc,2nd Owner,DL2C,Manual,Third Party insurance,545000,572250,739792,22 kmpl,5,Silver,1197 CC,81.80bhp,113Nm
538,2015 Hyundai i10,2015,Nov-15,Petrol,63324,1086 cc,1st Owner,UP14,Manual,Third Party insurance,346758,364096,537001,19.81 kmpl,5,Silver,1086 CC,68.05bhp,99.04Nm
539,2016 Maruti Swift Dzire,2016,Nov-16,Petrol,55795,1197 cc,1st Owner,DL8C,Manual,Third Party insurance,478000,501900,656611,20.85 kmpl,5,Silver,1197 CC,83.14bhp,115Nm
540,2018 Maruti Eeco,2018,Dec-18,CNG,67748,1196 cc,1st Owner,12 2021,Automatic,Manual,361000,379050,482765,15.1 kmpl,13,5,1196 CC,73bhp,101Nm
541,2018 Honda WR-V,2018,Mar-18,Petrol,45408,1199 cc,1st Owner,HR30,Manual,Third Party insurance,638979,670928,920955,17.5 kmpl,16,5,1199 CC,88.7bhp,110Nm
542,2013 Ford Ecosport,2013,Sep-13,Diesel,12447,1498 cc,1st Owner,DL10,Manual,Third Party insurance,370000,388500,959243,23 kmpl,5,Silver,1498 CC,98.96bhp,205Nm
543,2020 Maruti S-Presso,2020,Aug-20,Petrol,18653,998 cc,1st Owner,DL2C,Manual,Third Party insurance,445000,467250,515596,21.7 kmpl,5,White,998 CC,67.05bhp,90nm
544,2016 Maruti Baleno,2016,Apr-16,Diesel,36993,1248 cc,1st Owner,DL5C,Manual,Third Party insurance,489000,513450,824733,27.39 kmpl,5,Other,1248 CC,74bhp,190Nm
545,2019 Tata Tiago,2019,Jun-19,Diesel,63318,1047 cc,1st Owner,DL7C,Manual,Third Party insurance,489500,513975,735389,27.28 kmpl,14,5,1047 CC,69bhp,140Nm
546,2016 Maruti Wagon R,2016,Nov-16,Petrol,38255,998 cc,1st Owner,UP16,Manual,Third Party insurance,310000,325500,507140,20.51 kmpl,5,White,998 CC,67.04bhp,90Nm
547,2015 Maruti Swift,2015,Jun-15,Petrol,79620,1197 cc,1st Owner,DL4C,Manual,Not Available,368500,386925,565078,22 kmpl,5,White,1197 CC,81.80bhp,113Nm
548,2012 Toyota Etios,2012,Aug-12,Diesel,78536,1364 cc,2nd Owner,DL3C,Manual,Third Party insurance,251500,264075,886877,23.59 kmpl,Blue,,1364 CC,15,5
549,2014 Maruti Swift,2014,Aug-14,Petrol,72983,1197 cc,1st Owner,DL3C,Manual,Third Party insurance,380000,399000,756480,22 kmpl,15,5,1197 CC,81.80bhp,113Nm
550,2019 Honda Amaze,2019,May-19,Petrol,49218,1199 cc,1st Owner,HR30,Manual,Third Party insurance,640000,672000,822888,19.5 kmpl,5,Other,1199 CC,88.76bhp,110Nm
551,2021 Renault Triber,2020,Mar-21,Petrol,1581,999 cc,1st Owner,UP14,Manual,Third Party insurance,658500,691425,762027,20 kmpl,7,Red,999 CC,71bhp,96Nm
552,2017 Hyundai i20,2017,Jun-17,Petrol,47053,1197 cc,1st Owner,DL5C,Manual,Third Party insurance,472000,495600,625164,18.6 kmpl,5,Other,1197 CC,81.83bhp,114.7Nm
553,2019 Tata Tiago,2019,Jan-19,Petrol,24973,1199 cc,1st Owner,HR26,Manual,Third Party insurance,453500,476175,545452,23.84 kmpl,5,White,1199 CC,84bhp,114Nm
554,2016 Ford Ecosport,2016,Sep-16,Diesel,51281,1498 cc,1st Owner,HR51,Manual,Third Party insurance,545472,572746,1041499,21.7 kmpl,5,Other,1498 CC,98.96bhp,215Nm
555,2018 Renault KWID,2017,Feb-18,Petrol,34177,999 cc,1st Owner,DL8C,Manual,Third Party insurance,264606,277836,523815,21.74 kmpl,5,Silver,999 CC,67bhp,91nm
556,2014 Maruti Swift,2014,Sep-14,Diesel,66737,1248 cc,1st Owner,DL3C,Manual,Third Party insurance,402500,422625,737717,25.2 kmpl,5,Silver,1248 CC,74bhp,190Nm
557,2015 Maruti Swift,2015,May-15,Petrol,20518,1197 cc,2nd Owner,UP14,Manual,Third Party insurance,385000,404250,529062,20.4 kmpl,5,White,1197 CC,81.80bhp,113Nm
558,2020 Tata Tiago,2020,Nov-20,Petrol,8020,1199 cc,1st Owner,DL2C,Manual,Third Party insurance,551185,578744,593068,23.84 kmpl,5,Grey,1199 CC,83.83bhp,114Nm
559,2015 Hyundai i10,2015,Nov-15,Petrol,63324,1086 cc,1st Owner,UP14,Manual,Third Party insurance,346758,364096,537001,19.81 kmpl,5,Silver,1086 CC,68.05bhp,99.04Nm
560,2019 Volkswagen Ameo,2019,Mar-19,Petrol,61925,999 cc,2nd Owner,DL3C,Manual,Third Party insurance,528144,554551,646116,19.44 kmpl,5,Silver,999 CC,75bhp,95Nm
561,2018 Maruti Eeco,2018,Dec-18,CNG,67748,1196 cc,1st Owner,12 2021,Automatic,Manual,361000,379050,482765,15.1 kmpl,13,5,1196 CC,73bhp,101Nm
562,2017 Mahindra KUV 100,2017,Jun-17,Diesel,81577,1198 cc,1st Owner,DL10,Manual,Third Party insurance,370500,389025,762869,25.32 kmpl,6,White,1198 CC,77bhp,190Nm
563,2018 Honda WR-V,2018,Mar-18,Petrol,45408,1199 cc,1st Owner,HR30,Manual,Third Party insurance,638979,670928,920955,17.5 kmpl,16,5,1199 CC,88.7bhp,110Nm
564,2013 Ford Ecosport,2013,Sep-13,Diesel,12447,1498 cc,1st Owner,DL10,Manual,Third Party insurance,370000,388500,959243,23 kmpl,5,Silver,1498 CC,98.96bhp,205Nm
565,2014 Maruti Swift Dzire,2014,Aug-14,Diesel,63004,1248 cc,1st Owner,DL8C,Manual,Not Available,445450,467723,772281,23.4 kmpl,14,5,1248 CC,74bhp,190Nm
566,2011 Volkswagen Polo,2011,May-11,Petrol,11880,1198 cc,1st Owner,DL7C,Manual,Third Party insurance,271500,285075,688412,16.47 kmpl,15,5,1198 CC,73.9bhp,110Nm
567,2016 Maruti Baleno,2016,Apr-16,Diesel,36993,1248 cc,1st Owner,DL5C,Manual,Third Party insurance,489000,513450,824733,27.39 kmpl,5,Other,1248 CC,74bhp,190Nm
568,2019 Tata Tiago,2019,Jun-19,Diesel,63318,1047 cc,1st Owner,DL7C,Manual,Third Party insurance,489500,513975,735389,27.28 kmpl,14,5,1047 CC,69bhp,140Nm
569,2014 Honda City,2014,Feb-14,Diesel,59218,1498 cc,1st Owner,DL3C,Manual,Third Party insurance,467000,490350,1159321,26 kmpl,5,Black,1498 CC,98.6bhp,200Nm
570,2016 Maruti Wagon R,2016,Nov-16,Petrol,38255,998 cc,1st Owner,UP16,Manual,Third Party insurance,310000,325500,507140,20.51 kmpl,5,White,998 CC,67.04bhp,90Nm
571,2012 Toyota Etios,2012,Aug-12,Diesel,78536,1364 cc,2nd Owner,DL3C,Manual,Third Party insurance,251500,264075,886877,23.59 kmpl,Blue,,1364 CC,15,5
572,2019 Honda Amaze,2019,May-19,Petrol,49218,1199 cc,1st Owner,HR30,Manual,Third Party insurance,640000,672000,822888,19.5 kmpl,5,Other,1199 CC,88.76bhp,110Nm
573,2020 Maruti Baleno,2020,Jun-20,Petrol,3996,1197 cc,1st Owner,5 2021,Automatic,Manual,579000,607950,598825,21.4 kmpl,5,Grey,1197 CC,83.1bhp,115Nm
574,2016 Ford Ecosport,2016,Sep-16,Diesel,51281,1498 cc,1st Owner,HR51,Manual,Third Party insurance,545472,572746,1041499,21.7 kmpl,5,Other,1498 CC,98.96bhp,215Nm
575,2018 Renault KWID,2017,Feb-18,Petrol,34177,999 cc,1st Owner,DL8C,Manual,Third Party insurance,264606,277836,523815,21.74 kmpl,5,Silver,999 CC,67bhp,91nm
576,2015 Maruti Swift,2015,May-15,Petrol,20518,1197 cc,2nd Owner,UP14,Manual,Third Party insurance,385000,404250,529062,20.4 kmpl,5,White,1197 CC,81.80bhp,113Nm
577,2020 Tata Tiago,2020,Nov-20,Petrol,8020,1199 cc,1st Owner,DL2C,Manual,Third Party insurance,551185,578744,593068,23.84 kmpl,5,Grey,1199 CC,83.83bhp,114Nm
578,2015 Maruti Swift,2015,Apr-15,Petrol,54215,1197 cc,1st Owner,DL6C,Manual,Not Available,355000,372750,529062,20.4 kmpl,5,White,1197 CC,81.80bhp,113Nm
579,2020 Maruti Baleno,2020,Aug-20,Petrol,7173,1197 cc,1st Owner,HR29,Manual,Third Party insurance,578000,606900,598825,21.4 kmpl,5,Other,1197 CC,83.1bhp,115Nm
580,2013 Maruti Swift Dzire,2013,Mar-13,Diesel,43080,1248 cc,1st Owner,DL8C,Manual,Third Party insurance,360000,378000,764834,23.4 kmpl,14,5,1248 CC,74bhp,190Nm
581,2018 Maruti Swift Dzire,2018,Feb-18,Petrol,18318,1197 cc,1st Owner,DL9C,Manual,Not Available,560000,588000,762641,22 kmpl,5,White,1197 CC,81.80bhp,113Nm
582,2015 Maruti Ciaz,2014,Apr-15,Diesel,43248,1248 cc,1st Owner,DL8C,Manual,Not Available,543000,570150,1016745,26.21 kmpl,5,Other,1248 CC,88.5bhp,200Nm
583,2017 Honda Brio,2017,Sep-17,Petrol,15230,1198 cc,1st Owner,HR26,Manual,Third Party insurance,399000,418950,575000,18.5 kmpl,5,Grey,1198 CC,86.8bhp,109Nm
584,2015 Ford Ecosport,2015,May-15,Diesel,36775,1498 cc,1st Owner,HR51,Manual,Third Party insurance,556000,583800,1127261,23 kmpl,16,5,1498 CC,98.96bhp,205Nm
585,2017 Maruti Wagon R,2017,Jun-17,Petrol,41299,998 cc,1st Owner,DL8C,Manual,Third Party insurance,360000,378000,618331,21.79 kmpl,5,Grey,998 CC,67.05bhp,90Nm
586,2014 Volkswagen Polo,2014,Apr-14,Diesel,68205,1498 cc,2nd Owner,DL9C,Manual,Third Party insurance,285000,299250,835294,20.14 kmpl,5,Grey,1498 CC,88.8bhp,230Nm
587,2016 Ford Ecosport,2016,May-16,Petrol,57729,1499 cc,1st Owner,HR51,Manual,Third Party insurance,600000,630000,1035545,15.85 kmpl,16,5,1499 CC,110.4bhp,140Nm
588,2014 Maruti Swift,2014,Aug-14,Petrol,72983,1197 cc,1st Owner,DL3C,Manual,Third Party insurance,380000,399000,756480,22 kmpl,15,5,1197 CC,81.80bhp,113Nm
589,2016 Maruti Swift Dzire,2016,Aug-16,Petrol,22725,1197 cc,1st Owner,DL2C,Manual,Not Available,480000,504000,656611,20.85 kmpl,5,Other,1197 CC,83.14bhp,115Nm
590,2017 Maruti Ciaz,2017,Oct-17,Diesel,51421,1248 cc,1st Owner,HR26,Manual,Third Party insurance,580000,609000,1047910,28.09 kmpl,5,Silver,1248 CC,88.50bhp,200Nm
591,2018 Ford Ecosport,2018,Mar-18,Diesel,80505,1498 cc,2nd Owner,HR21,Manual,Not Available,740000,777000,1294316,23 kmpl,16,5,1498 CC,98.96bhp,205Nm
592,2017 Hyundai i20,2016,Apr-17,Diesel,97760,1396 cc,1st Owner,HR26,Manual,Third Party insurance,550000,577500,885355,22.54 kmpl,5,Other,1396 CC,88.73bhp,219.7Nm
593,2017 Ford Figo,2017,Jun-17,Diesel,76998,1498 cc,1st Owner,DL3C,Manual,Third Party insurance,392000,411600,802126,25.83 kmpl,5,White,1498 CC,99bhp,215Nm
594,2019 Toyota Etios Liva,2019,Oct-19,Petrol,18518,1197 cc,1st Owner,DL9C,Manual,Third Party insurance,620000,651000,655207,17.71 kmpl,5,White,1197 CC,78.9bhp,104Nm
595,2017 Maruti Swift Dzire,2017,Feb-17,Diesel,66037,1248 cc,1st Owner,UP16,Manual,Third Party insurance,499500,524475,762753,28.4 kmpl,5,Other,1248 CC,74.02bhp,190Nm
596,2019 Maruti Swift Dzire,2018,Feb-19,Diesel,54348,1248 cc,1st Owner,DL3C,Manual,Third Party insurance,565000,593250,762753,28.4 kmpl,5,White,1248 CC,74.02bhp,190Nm
597,2019 Maruti Swift,2019,Nov-19,Petrol,12136,1197 cc,1st Owner,HR51,Manual,Third Party insurance,565500,593775,607690,21.21 kmpl,5,White,1197 CC,81.80bhp,113Nm
598,2014 Honda Amaze,2014,Jun-14,Petrol,15916,1198 cc,2nd Owner,DL3C,Manual,Third Party insurance,390123,409629,680283,18 kmpl,5,Grey,1198 CC,86.7bhp,109Nm
599,2013 Honda Brio,2013,Apr-13,Petrol,78279,1198 cc,1st Owner,UP16,Manual,Third Party insurance,280000,294000,575000,18.5 kmpl,5,White,1198 CC,86.8bhp,109Nm
600,2018 Hyundai i20,2018,Apr-18,Petrol,10443,1197 cc,1st Owner,DL4C,Manual,Third Party insurance,603000,633150,680953,18.6 kmpl,5,White,1197 CC,81.83bhp,114.7Nm
601,2017 Maruti Swift Dzire,2017,Jun-17,Diesel,71549,1248 cc,1st Owner,DL6C,Manual,Third Party insurance,612000,642600,1032622,28.4 kmpl,15,5,1248 CC,74.02bhp,190Nm
602,2016 Maruti Alto K10,2016,Jul-16,Petrol,39557,998 cc,2nd Owner,DL9C,Manual,Third Party insurance,274000,287700,431144,23.95 kmpl,5,White,998 CC,67.05bhp,90Nm
603,2019 Maruti Alto K10,2019,Mar-19,Petrol,9747,998 cc,1st Owner,DL8C,Manual,Third Party insurance,376500,395325,431144,23.95 kmpl,5,White,998 CC,67.05bhp,90Nm
604,2013 Hyundai i10,2013,Sep-13,Petrol,69278,1197 cc,1st Owner,DL10,Manual,Third Party insurance,252343,264960,509082,20.36 kmpl,13,5,1197 CC,78.9bhp,111.7Nm
605,2017 Maruti Alto K10,2017,Jul-17,Petrol,23354,998 cc,1st Owner,DL3C,Manual,Third Party insurance,327000,343350,431144,23.95 kmpl,5,Grey,998 CC,67.05bhp,90Nm
606,2016 Hyundai Grand i10,2015,Jan-16,Petrol,41031,1197 cc,2nd Owner,DL8C,Manual,Third Party insurance,365000,383250,671802,18.9 kmpl,5,White,1197 CC,81.86bhp,113.75nm
607,2019 Honda Amaze,2019,Jan-19,Petrol,24667,1198 cc,1st Owner,DL4C,Manual,Not Available,584000,613200,636686,17.8 kmpl,5,Silver,1198 CC,86.7bhp,109Nm
608,2017 Maruti Alto K10,2017,Dec-17,Petrol,21200,998 cc,2nd Owner,DL2C,Manual,Third Party insurance,356250,374063,431144,23.95 kmpl,5,Grey,998 CC,67.05bhp,90Nm
609,2013 Maruti Wagon R,2013,Apr-13,Petrol,56699,998 cc,1st Owner,DL6C,Manual,Third Party insurance,259000,271950,577212,21.79 kmpl,5,Silver,998 CC,67.05bhp,90Nm
610,2019 Ford Freestyle,2018,Jan-19,Diesel,51752,1498 cc,1st Owner,HR26,Manual,Third Party insurance,614835,645577,894065,24.4 kmpl,15,5,1498 CC,98.63bhp,215Nm
611,2013 Renault Duster,2012,Jan-13,Diesel,38850,1461 cc,1st Owner,HR26,Manual,Third Party insurance,388500,407925,1200156,20.45 kmpl,16,5,1461 CC,83.8bhp,200Nm
612,2018 Honda Amaze,2018,Nov-18,Petrol,19549,1199 cc,1st Owner,DL10,Manual,Not Available,610000,640500,863840,18.6 kmpl,R15,5,1199 CC,88.76bhp,110Nm
613,2018 Maruti Alto 800,2018,Apr-18,Petrol,49645,796 cc,1st Owner,HR51,Manual,Third Party insurance,297523,312399,387363,24.7 kmpl,5,White,796 CC,47.3bhp,69Nm
614,2020 Maruti Alto 800,2019,Jan-20,Petrol,7963,796 cc,1st Owner,DL6C,Manual,Third Party insurance,315000,330750,446420,22.05 kmpl,5,White,796 CC,47.33bhp,69Nm
615,2017 Tata Nexon,2017,Dec-17,Diesel,11522,1497 cc,1st Owner,UP14,Manual,Third Party insurance,580000,609000,1271950,21.5 kmpl,16,5,1497 CC,108.5bhp,260Nm
616,2017 Maruti Alto K10,2017,Apr-17,Petrol,44151,998 cc,2nd Owner,DL8C,Automatic,Third Party insurance,329000,345450,479009,23.95 kmpl,5,White,998 CC,67.05bhp,90Nm
617,2018 Maruti Swift Dzire,2018,Apr-18,Diesel,36883,1248 cc,1st Owner,DL3C,Manual,Not Available,520000,546000,762753,28.4 kmpl,5,Silver,1248 CC,74.02bhp,190Nm
618,2014 Maruti Swift,2014,Jul-14,Diesel,75526,1248 cc,1st Owner,UP16,Manual,Third Party insurance,350000,367500,790410,28.4 kmpl,5,White,1248 CC,74bhp,190Nm
619,2016 Maruti Baleno,2015,Jan-16,Diesel,65425,1248 cc,1st Owner,DL2C,Manual,Third Party insurance,530000,556500,949889,27.39 kmpl,16,5,1248 CC,74bhp,190Nm
620,2019 Toyota Etios Liva,2019,Oct-19,Petrol,18518,1197 cc,1st Owner,DL9C,Manual,Third Party insurance,620000,651000,655207,17.71 kmpl,5,White,1197 CC,78.9bhp,104Nm
621,2018 Maruti Alto 800,2018,Apr-18,Petrol,49645,796 cc,1st Owner,HR51,Manual,Third Party insurance,297523,312399,387363,24.7 kmpl,5,White,796 CC,47.3bhp,69Nm
622,2014 Honda Amaze,2014,Jun-14,Petrol,15916,1198 cc,2nd Owner,DL3C,Manual,Third Party insurance,390123,409629,680283,18 kmpl,5,Grey,1198 CC,86.7bhp,109Nm
623,2019 Maruti Ignis,2019,Sep-19,Petrol,5598,1197 cc,1st Owner,DL9C,Automatic,Not Available,590000,619500,638995,20.89 kmpl,5,Grey,1197 CC,81.80bhp,113Nm
624,2016 Renault KWID,2015,Jan-16,Petrol,15728,799 cc,1st Owner,DL1C,Manual,Third Party insurance,264000,277200,419592,25.17 kmpl,5,Red,799 CC,53.3bhp,72Nm
625,2016 Maruti Alto K10,2016,Jul-16,Petrol,39557,998 cc,2nd Owner,DL9C,Manual,Third Party insurance,274000,287700,431144,23.95 kmpl,5,White,998 CC,67.05bhp,90Nm
626,2015 Maruti Swift,2015,Sep-15,Petrol,35019,1197 cc,1st Owner,DL5C,Manual,Third Party insurance,390000,409500,553690,20.4 kmpl,5,White,1197 CC,81.80bhp,113Nm
627,2019 Maruti Alto K10,2019,Mar-19,Petrol,9747,998 cc,1st Owner,DL8C,Manual,Third Party insurance,376500,395325,431144,23.95 kmpl,5,White,998 CC,67.05bhp,90Nm
628,2016 Hyundai EON,2015,Jan-16,Petrol,46967,814 cc,2nd Owner,HR51,Manual,Third Party insurance,240000,252000,422034,21.1 kmpl,5,Other,814 CC,55.2bhp,74.5Nm
629,2019 Honda Amaze,2019,Jan-19,Petrol,24667,1198 cc,1st Owner,DL4C,Manual,Not Available,584000,613200,636686,17.8 kmpl,5,Silver,1198 CC,86.7bhp,109Nm
630,2017 Maruti Alto K10,2017,Apr-17,Petrol,44151,998 cc,2nd Owner,DL8C,Automatic,Third Party insurance,329000,345450,479009,23.95 kmpl,5,White,998 CC,67.05bhp,90Nm
631,2018 Maruti Swift Dzire,2018,Sep-18,Petrol,29404,1197 cc,1st Owner,DL9C,Manual,Third Party insurance,575000,603750,739792,22 kmpl,5,Red,1197 CC,81.80bhp,113Nm
632,2018 Maruti Eeco,2018,Jul-18,CNG,20960,1196 cc,1st Owner,DL01,Manual,Third Party insurance,391000,410550,564020,21.94 km/kg,5,Grey,1196 CC,61.7bhp,85Nm
633,2015 Ford Ecosport,2015,Nov-15,Petrol,76725,1499 cc,1st Owner,DL12,Automatic,Third Party insurance,570000,598500,1088299,16.5 kmpl,16,5,1499 CC,110bhp,140Nm
634,2016 Ford Ecosport,2016,Oct-16,Petrol,86546,1496 cc,2nd Owner,10 2021,Automatic,Automatic,560000,588000,1236387,14.7 kmpl,R16,5,1496 CC,120.69bhp,149Nm
635,2016 Maruti Vitara Brezza,2016,May-16,Diesel,95655,1248 cc,1st Owner,DL3C,Manual,Not Available,575000,603750,1016982,24.3 kmpl,16,5,1248 CC,88.5bhp,200Nm
